dt,train,n,p_pass,ev_mean,real_all,real_pass
2026-05-04,1,12065,0.8358889349357647,0.052117938063498355,0.07367350906133652,0.17708013951778412
2026-05-05,1,5945,0.7991589571068124,-0.0983961142639597,-0.12189594656229019,0.34229615330696106
2026-05-06,1,12368,0.8285090556274256,-0.0015651131131518108,0.7248557209968567,1.1193150281906128
2026-05-07,1,22101,0.8810913533324284,0.00046742256337003205,0.32921740412712097,0.5424283146858215
2026-05-08,1,10907,0.8420280553772806,0.011632257305164515,0.03170716390013695,0.31478166580200195
2026-05-09,1,9213,0.8755020080321285,0.09162462405033801,0.3035871684551239,0.49329206347465515
2026-05-10,1,1642,0.8032886723507917,-0.3699305354176914,0.708500862121582,1.1378377676010132
2026-05-11,1,28625,0.8951965065502183,0.08054721425484754,0.044665008783340454,0.19213734567165375
2026-05-12,1,37523,0.8702662367081523,0.12192659395273323,0.16820697486400604,0.2914641201496124
2026-05-13,1,33632,0.7888915318744053,0.125719356518067,0.3214786946773529,0.47248852252960205
2026-05-14,1,22676,0.8241312400776151,0.05460799904059145,0.013429244048893452,0.07316223531961441
2026-05-15,1,41575,0.8307877330126278,0.12207529762844206,0.09405234456062317,0.2205658257007599
2026-05-16,1,25350,0.8711242603550295,-0.01143136213392528,-0.2082885354757309,-0.05678843706846237
2026-05-17,1,26880,0.9183035714285714,0.12123338400212352,-0.10987675935029984,-0.030530400574207306
2026-05-18,1,34843,0.8214562465918549,0.111421219739655,0.015665078535676003,0.08667472749948502
2026-05-19,1,45050,0.8662819089900111,0.17233129635125755,0.2018117606639862,0.2810991108417511
2026-05-20,1,33267,0.8293804671295879,0.10085992953343663,-0.012341528199613094,0.05151636153459549
2026-05-21,1,38371,0.7012848244768184,-0.12793216733449997,-0.38292431831359863,-0.06352831423282623
2026-05-22,1,33045,0.8080798910576487,-0.1045145875824254,-0.19934850931167603,0.015451320447027683
2026-05-23,1,26912,0.8626263376932224,-0.1469433252542093,-0.29363614320755005,-0.03577239438891411
2026-05-24,1,21942,0.9354206544526479,0.116149502163583,-0.11905459314584732,-0.025083713233470917
2026-05-25,1,29969,0.8606226433981781,0.0949014361218408,-0.10743100196123123,0.022319840267300606
2026-05-26,1,28616,0.8445624825272575,0.12165218982106031,0.024426577612757683,0.14052113890647888
2026-05-27,1,45218,0.7904153213322128,0.09461763823460802,0.16988275945186615,0.41841429471969604
2026-05-28,1,41783,0.7299619462460809,0.05604251046914068,0.04427066072821617,0.2590735852718353
2026-05-29,1,26220,0.6160564454614798,0.03024745565497752,-0.21115456521511078,-0.032278552651405334
2026-05-30,1,12019,0.506947333388801,-0.018947828120978238,-0.09215840697288513,0.0014983909204602242
2026-05-31,1,31878,0.422297509254031,-0.059342758681131785,-0.10286495834589005,-0.001250957720912993
2026-06-01,1,34569,0.812259538893228,0.13265454462987591,0.1825481504201889,0.31094270944595337
2026-06-02,1,49392,0.671971169420149,0.12051442279667962,0.23206129670143127,0.38986456394195557
2026-06-03,1,52964,0.69503813911336,0.12453503146693887,0.14251992106437683,0.22537007927894592
2026-06-04,1,74883,0.7187479134115887,0.16317621882265976,0.23084871470928192,0.35060349106788635
2026-06-05,1,92897,0.5839801070002261,0.0600646741158182,0.11406300961971283,0.26034656167030334
2026-06-06,1,7578,0.47783056215360253,-0.2536194522627709,-0.017978472635149956,0.038554128259420395
2026-06-07,1,82231,0.5352482640366771,-0.02517818766847412,0.15683424472808838,0.3501755893230438
2026-06-08,1,125170,0.4498921466805145,-0.07130994090287963,0.053618334233760834,0.24884270131587982
2026-06-09,1,113132,0.36673973765159285,-0.09633771878747945,-0.03715861961245537,0.11401709914207458
2026-06-10,1,127380,0.34909718951169727,-0.12150743352429012,-0.02836509235203266,0.0791286826133728
2026-06-11,1,128189,0.2389908650508234,-0.15860410042081238,-0.09606751799583435,0.03197888284921646
2026-06-12,1,113649,0.26500013198532324,-0.12614614234051058,-0.07827125489711761,0.02047889307141304
2026-06-13,1,42608,0.16757416447615472,-0.15377696799888263,-0.02405462972819805,-0.0006605388480238616
2026-06-14,1,52663,0.32284526137895675,-0.07141891260164636,0.050116073340177536,0.17622414231300354
2026-06-15,1,76221,0.30344655672321275,-0.08247780479271169,-0.008407332003116608,0.10274752229452133
2026-06-16,1,84658,0.3645373148432517,-0.045085410839362426,-0.016774334013462067,0.05967790633440018
2026-06-17,1,127108,0.4360386443024829,-0.0038142012353946783,-0.005047129932790995,0.09649185836315155
2026-06-18,1,123102,0.4812756900781466,0.0326379006704816,0.010465321131050587,0.09906215965747833
2026-06-19,1,111280,0.49199317038102086,0.06115598823112835,0.017238657921552658,0.10489144176244736
2026-06-20,1,70406,0.3679515950345141,-0.01096170237121695,-0.023993032053112984,0.07090934365987778
2026-06-21,1,60654,0.3563326408810631,-0.025972854528212467,0.04777061194181442,0.16718971729278564
2026-06-22,1,117713,0.5412061539507106,0.1215092439568037,0.04125157371163368,0.1625729650259018
2026-06-23,1,165314,0.5515201374354259,0.10250326813635394,0.04104029759764671,0.16152304410934448
2026-06-24,1,176978,0.4644475584535931,0.05029179143020432,0.037865106016397476,0.19253282248973846
2026-06-25,1,152505,0.3137077472869742,-0.04503977401139508,-0.05252981185913086,0.07216743379831314
2026-06-26,1,163170,0.27240914383771525,-0.046882638375785636,-0.06716276705265045,0.042852189391851425
2026-06-27,1,35126,0.11182599783636053,-0.13814263408323257,-0.019868379458785057,0.039467703551054
2026-06-28,1,62007,0.24177915396648766,-0.07735392678213102,-0.0025102964136749506,0.079510897397995
2026-06-29,1,159986,0.24702161439125925,-0.06356550257128545,-0.05832487717270851,0.04309398680925369
2026-06-30,1,145390,0.24304972831694063,-0.06067627885029799,-0.07395321875810623,-0.04668164998292923
2026-07-01,1,185214,0.2673717969483948,-0.048646852195268105,-0.062016215175390244,-0.02323736436665058
2026-07-02,0,281544,0.19538331486375132,-0.11032087226129614,-0.05673384293913841,0.0025636462960392237
2026-07-03,0,163559,0.2168636394206372,-0.09028097464154958,-0.046761952340602875,0.01682852953672409
2026-07-04,0,29624,0.09053470159330272,-0.1428784343264528,-0.050300199538469315,-0.08226390928030014
2026-07-05,0,53353,0.2061927164358143,-0.09486980920240488,-0.02560613676905632,0.022878360003232956
2026-07-06,0,221484,0.16948402593415327,-0.11738375723305751,-0.055394526571035385,-0.028375672176480293
2026-07-07,0,235331,0.1825513850703902,-0.11077165414161659,-0.04065268114209175,0.01921451836824417
2026-07-08,0,289126,0.16984636456077973,-0.12739134162214932,-0.047543734312057495,-0.009214171208441257
2026-07-09,0,223198,0.14082563463830322,-0.14406427569714478,-0.06883510947227478,-0.032034434378147125
2026-07-10,0,205829,0.1307881785365522,-0.176393681285252,-0.07591079920530319,-0.022233663126826286
2026-07-11,0,27379,0.08890025201796997,-0.16956836010765425,-0.03806539252400398,0.03595167025923729
2026-07-12,0,40169,0.09293236077572258,-0.21828594873724622,-0.06288950890302658,-0.009317174553871155
2026-07-13,0,268810,0.1373125999776794,-0.21359609119458062,-0.06308214366436005,0.003995356149971485
2026-07-14,0,286185,0.17310131558257771,-0.20641336595058926,-0.0460045225918293,0.052308909595012665
2026-07-15,0,207252,0.11099531005732152,-0.18291459437324928,-0.08234056085348129,-0.02581804059445858
2026-07-16,0,207310,0.06485456562635666,-0.2686721166912453,-0.08555229008197784,-0.04899977520108223
2026-07-17,0,193791,0.053676383320174825,-0.22421056928637223,-0.10741912573575974,-0.06761437654495239
2026-07-18,0,17623,0.018895761221131475,-0.25994738332982276,-0.1583084613084793,-0.10012771189212799
2026-07-19,0,52311,0.038615205214964345,-0.3221668177362358,-0.15295928716659546,-0.0785018727183342
2026-07-20,0,193202,0.05714744153787228,-0.2547563192492765,-0.09141810238361359,-0.0882757157087326
2026-07-21,0,134037,0.058633064004715116,-0.26476857860180786,-0.10650534182786942,-0.09586059302091599
2026-07-22,0,160809,0.0657114962471006,-0.2633326830529997,-0.07875585556030273,-0.04358765482902527
2026-07-23,0,199899,0.051531023166699184,-0.23143652241311005,-0.05884801968932152,-0.04640854522585869
2026-07-24,0,161974,0.029047871880672208,-0.27053203972193185,-0.05354316905140877,-0.058759529143571854
2026-07-25,0,29972,0.01751634859201922,-0.25492029550249246,-0.07599151134490967,-0.13934752345085144
2026-07-26,0,35933,0.029137561572927392,-0.23129951061884058,-0.07940726727247238,-0.1146976426243782
2026-07-27,0,177985,0.05892069556423294,-0.44129349541989904,-0.09366820007562637,-0.03565336391329765
2026-07-28,0,215829,0.06998132781044253,-0.30780893365937695,-0.11278651654720306,-0.14302383363246918
2026-07-29,0,478158,0.2910000460098963,-0.07499196867140212,-0.11459577083587646,-0.11423768848180771
2026-07-30,0,337799,0.3818513376297739,-0.01193482419492098,-0.12916666269302368,-0.1613590270280838
2026-07-31,0,230348,0.0952949450396791,-0.29716918565574474,-0.09632624685764313,-0.07835040241479874
2026-08-01,0,30266,0.015099451529769378,-0.2846492234386761,-0.09087328612804413,-0.15419751405715942
2026-08-02,0,61419,0.05213370455396538,-0.28231095594568856,-0.11216508597135544,-0.09128905832767487
