dt,train,n,p_pass,ev_mean,real_all,real_pass
2026-05-04,1,68565,0.2706337052431999,-0.024906797973366947,-0.03139890730381012,0.010984090156853199
2026-05-05,1,94623,0.1768491804318189,-0.02537760194815514,-0.019869692623615265,0.006708631291985512
2026-05-06,1,108059,0.23939699608547182,-0.025527706604972708,-0.013675021938979626,0.02866503596305847
2026-05-07,1,100530,0.12197354023674525,-0.03470257132920748,-0.01681162789463997,0.011769674718379974
2026-05-08,1,105088,0.14216656516443363,-0.03678986131621261,-0.011577099561691284,0.017652947455644608
2026-05-09,1,23586,0.5978122615110659,-0.0077703833148830975,0.2351154386997223,0.36190593242645264
2026-05-10,1,27360,0.3705043859649123,-0.04179722719059271,-0.04350404068827629,0.03954987972974777
2026-05-11,1,143640,0.17121971595655805,-0.054375357212895374,-0.04209805652499199,0.04137135297060013
2026-05-12,1,161049,0.06126706778682264,-0.060704698192542976,-0.061892230063676834,-0.016494078561663628
2026-05-13,1,132363,0.047664377507309445,-0.07328386377981842,-0.07899026572704315,-0.002460976131260395
2026-05-14,1,149844,0.029397239796054565,-0.08274535297250815,-0.029343541711568832,0.0098970802500844
2026-05-15,1,186113,0.05539645269271894,-0.08010855642105638,-0.02959379553794861,0.007533465512096882
2026-05-16,1,34812,0.08387912214179019,-0.06247374388618322,-0.010006672702729702,0.012409060262143612
2026-05-17,1,48595,0.06883424220598827,-0.06279804233238671,-0.020494861528277397,0.013328252360224724
2026-05-18,1,185502,0.041153195113799314,-0.07793168697682237,-0.03933252766728401,0.00562768429517746
2026-05-19,1,202710,0.03612056632627892,-0.0724164872176765,-0.0232100710272789,-0.0024316615890711546
2026-05-20,1,168151,0.017216668351660115,-0.08372360803591575,-0.031503841280937195,0.0030674850568175316
2026-05-21,1,183241,0.017474255215808688,-0.08195459003687133,-0.022491570562124252,0.010598961263895035
2026-05-22,1,123343,0.008666888270919307,-0.08370815359627379,-0.02466086857020855,-0.03765279799699783
2026-05-23,1,57578,0.05481260203549967,-0.06304830229795821,-0.028132883831858635,0.02158943936228752
2026-05-24,1,53262,0.07234050542600728,-0.05996901216276843,-0.031653907150030136,-0.008932167664170265
2026-05-25,1,71975,0.023772143105244878,-0.0682341263133343,-0.012899968773126602,0.005344560369849205
2026-05-26,1,174934,0.008597528210639442,-0.09883356691904395,-0.03977511078119278,0.00405588885769248
2026-05-27,1,213142,0.016111324844469883,-0.11337759339952948,-0.07720530778169632,-0.04638582840561867
2026-05-28,1,191862,0.006765279211099645,-0.10104534836533788,-0.07146821916103363,-0.08047428727149963
2026-05-29,1,154511,0.006523807366465818,-0.08090733872541808,-0.047103289514780045,-0.004574572201818228
2026-05-30,1,46830,0.004163997437540038,-0.06698823770667559,-0.026836179196834564,-0.24810148775577545
2026-05-31,1,42426,0.00843822184509499,-0.07817081944671835,-0.04075810685753822,-0.03434758633375168
2026-06-01,1,97396,0.012351636617520227,-0.1038413287370864,-0.06286695599555969,-0.08799806982278824
2026-06-02,1,101201,0.011818065038883016,-0.10341791797471611,-0.06272103637456894,-0.029319629073143005
2026-06-03,1,91744,0.015837547959539587,-0.09225134591897013,-0.060809627175331116,-0.053314607590436935
2026-06-04,1,139911,0.021320696728634632,-0.10389938150722554,-0.05819080397486687,-0.05382879450917244
2026-06-05,1,253329,0.016587125832415554,-0.12515462012416226,-0.054757244884967804,0.0200284942984581
2026-06-06,1,79339,0.038732527508539304,-0.10327381893109781,-0.06612925231456757,0.00919907446950674
2026-06-07,1,87915,0.030279246999943128,-0.10284597761366923,-0.04946165904402733,-0.003076480934396386
2026-06-08,1,232175,0.019071820824808874,-0.12177747597801405,-0.07550781965255737,-0.026512322947382927
2026-06-09,1,216436,0.015454915078822377,-0.14980601183969644,-0.08729766309261322,-0.0010599567322060466
2026-06-10,1,278102,0.01682835794061172,-0.12813841002003318,-0.0725344642996788,0.01923263445496559
2026-06-11,1,243339,0.011038099112760387,-0.10495631755812151,-0.04052159562706947,0.009821424260735512
2026-06-12,1,196234,0.02174954391186033,-0.08911626872328515,-0.023567913100123405,0.014212246984243393
2026-06-13,1,40016,0.019292283086765293,-0.0687693639226783,-0.014257197268307209,0.011891636997461319
2026-06-14,1,32901,0.040910610619738004,-0.08379798879291424,-0.054811522364616394,-0.007390176877379417
2026-06-15,1,77587,0.014989624550504595,-0.10497322816571575,-0.03166749328374863,0.08409325778484344
