series,lag_s,acf
obi,107,0.058449181675025434
obi,108,0.05805498850294938
obi,109,0.05749207314257353
obi,110,0.05693715199757433
obi,111,0.05687787934885101
obi,112,0.05666131110306448
obi,113,0.05665487555102997
obi,114,0.05622151320512834
obi,115,0.05603406817153575
obi,116,0.056145958069362706
obi,117,0.05625550160887428
obi,118,0.05622846726391909
obi,119,0.05632615039520242
obi,120,0.059836776220456606
obi,121,0.055972512636731794
obi,122,0.055225333100065485
obi,123,0.055000418201085526
obi,124,0.05437249594353093
obi,125,0.053883406475580896
obi,126,0.05343336234183081
obi,127,0.05302104173255268
obi,128,0.05303278035790084
obi,129,0.05259496516756516
obi,130,0.052370070288363886
obi,131,0.052482524534832986
obi,132,0.05175148607222431
obi,133,0.051593948766579564
obi,134,0.051268315380218976
obi,135,0.051204097827303605
obi,136,0.05136765774797487
obi,137,0.05115562683335132
obi,138,0.05100724917123264
obi,139,0.05077684408304672
obi,140,0.051091429652557425
obi,141,0.05043462101738585
obi,142,0.05003908539661459
obi,143,0.05018525717690257
obi,144,0.05017956459793863
obi,145,0.05012543539766558
obi,146,0.0496223167690895
obi,147,0.04998562818423842
obi,148,0.04943155143506853
obi,149,0.050197807618736656
obi,150,0.052965278657470874
obi,151,0.04959623661733678
obi,152,0.04932755144335319
obi,153,0.04894509707426198
obi,154,0.04856773714949932
obi,155,0.04824673517664643
obi,156,0.048646772795513375
obi,157,0.04842256932733787
obi,158,0.04837646589854074
obi,159,0.04774140370543585
obi,160,0.04779948914929582
obi,161,0.04768482080618412
obi,162,0.047516522670298544
obi,163,0.047256999769028536
obi,164,0.0471150820393395
obi,165,0.04704480675250518
obi,166,0.047052741188615035
obi,167,0.046517331103630974
obi,168,0.04641783588894562
obi,169,0.04619110420391913
obi,170,0.0462175255986221
obi,171,0.04609686756648858
obi,172,0.04570645666791849
obi,173,0.045408156265149775
obi,174,0.045607285174885284
obi,175,0.04554525400407516
obi,176,0.04575155911880413
obi,177,0.04585465173862593
obi,178,0.045761935461900334
obi,179,0.045939980705846505
obi,180,0.04962879860475372
obi,181,0.046342283097096724
obi,182,0.04558432794806636
obi,183,0.04556599531294527
obi,184,0.045047590622241125
obi,185,0.04507971979929117
obi,186,0.04482113304560991
obi,187,0.04432255157964201
obi,188,0.044397845417030096
obi,189,0.04339538511352166
obi,190,0.04392599341087957
obi,191,0.04392042937750331
obi,192,0.043727435507498705
obi,193,0.043909648730737084
obi,194,0.04316359177809809
obi,195,0.04340132781206639
obi,196,0.04318475801787089
obi,197,0.042945011335860005
obi,198,0.04274997381847317
obi,199,0.04273462171145898
obi,200,0.04270124784956886
obi,201,0.04216754477956216
obi,202,0.04244902265603512
obi,203,0.04281487166329634
obi,204,0.042243320815544015
obi,205,0.04207237351345127
obi,206,0.041253881259382355
obi,207,0.04165565456713842
obi,208,0.041930789356337504
obi,209,0.042048853551686166
obi,210,0.04488469732172533
obi,211,0.041499280122934384
obi,212,0.041286036886604295
obi,213,0.04147619915157118
obi,214,0.041532400656710336
obi,215,0.041270407195593446
obi,216,0.04083703683595715
obi,217,0.04076224402614256
obi,218,0.04048831441611056
obi,219,0.04042757006033774
obi,220,0.04051206509246034
obi,221,0.04012094467467428
obi,222,0.04002616109863002
obi,223,0.03984837643178832
obi,224,0.040079857277415636
obi,225,0.03952168075465712
obi,226,0.03989677290874821
obi,227,0.03936621221829438
obi,228,0.039351391612663364
obi,229,0.0395593880181395
obi,230,0.03922598797306596
obi,231,0.03884840566554725
obi,232,0.03917139527734963
obi,233,0.03912057905331405
obi,234,0.03898876953790597
obi,235,0.0392233232643876
obi,236,0.038963708468959336
obi,237,0.03899438032516817
obi,238,0.03890483457908819
obi,239,0.03896105616873497
obi,240,0.04178599904072917
obi,241,0.039162796257915924
obi,242,0.03927920871130562
obi,243,0.03894490148951163
obi,244,0.03866998135360578
obi,245,0.03887197694539531
obi,246,0.038718647430339106
obi,247,0.038127297578002935
obi,248,0.03835637348914792
obi,249,0.037823613356189195
obi,250,0.038187437801971084
obi,251,0.037731776093986764
obi,252,0.03785293453054251
obi,253,0.03757034335632255
obi,254,0.038176022478040535
obi,255,0.037797126340271076
obi,256,0.03796192067097203
obi,257,0.037746541350539835
obi,258,0.037601453821544624
obi,259,0.037246143618931665
obi,260,0.037285319359635145
obi,261,0.03712413130884603
obi,262,0.03800531737419717
obi,263,0.03729531520328716
obi,264,0.03720489885713368
obi,265,0.03717454073155698
obi,266,0.03735176126182667
obi,267,0.03740033120496962
obi,268,0.03746860370336672
obi,269,0.03758815682242763
obi,270,0.04041186825022403
