dt,train,n,p_pass,ev_mean,real_all,real_pass
2026-05-04,1,27499,0.146478053747409,-0.026860848899169093,-0.03309923782944679,-0.009468603879213333
2026-05-05,1,57625,0.12513665943600868,-0.13878689872286,-0.06126485392451286,0.08334150910377502
2026-05-06,1,91317,0.07766352376884918,-0.09515430722197414,-0.06514383852481842,0.00333274994045496
2026-05-07,1,61964,0.03319669485507714,-0.06350374431924972,-0.062096383422613144,0.02064141444861889
2026-05-08,1,76751,0.016221287019061642,-0.06719601893472885,-0.02187793143093586,0.09129375219345093
2026-05-09,1,4970,0.7977867203219315,0.004998817877935214,0.16556382179260254,0.1989324688911438
2026-05-10,1,13339,0.4062523427543294,-0.022703778240278846,0.004130910616368055,0.017805907875299454
2026-05-11,1,81269,0.04984680505481795,-0.05644420296433203,-0.04801004379987717,0.029179176315665245
2026-05-12,1,87789,0.04518789369966625,-0.06661007023553933,-0.039880700409412384,0.011488226242363453
2026-05-13,1,74217,0.03573305307409354,-0.06691977018904459,-0.03445928916335106,0.010116524063050747
2026-05-14,1,55743,0.03604039969144108,-0.06278051608598546,-0.031935662031173706,-0.0005088462494313717
2026-05-15,1,58129,0.0764850590927076,-0.06392493438546205,-0.023658188059926033,0.027272794395685196
2026-05-16,1,6465,0.2965197215777262,-0.02834074754733659,0.027875322848558426,0.11927825212478638
2026-05-17,1,7911,0.36417646315257235,-0.02251042658552105,0.07398365437984467,0.13089431822299957
2026-05-18,1,56577,0.0722024851087898,-0.07774239117518102,-0.04810873791575432,-0.025692712515592575
2026-05-19,1,61621,0.07361126888560718,-0.07083708277278349,-0.035166312009096146,0.007081793621182442
2026-05-20,1,60606,0.04573804573804574,-0.08513587191679205,-0.05621815845370293,-0.022224660962820053
2026-05-21,1,67854,0.017080791110325108,-0.09119186665930701,-0.04289139062166214,-0.049887076020240784
2026-05-22,1,61555,0.022142799122735764,-0.08897569038858355,-0.044682975858449936,0.010239281691610813
2026-05-23,1,11444,0.14505417686123734,-0.048421200968007325,-0.03449917584657669,0.0358489491045475
2026-05-24,1,12852,0.40413943355119825,-0.0255278246260169,-0.038997672498226166,-0.01037418283522129
2026-05-25,1,9807,0.37106148669317834,-0.010236340666750764,-0.0022149980068206787,0.029667023569345474
2026-05-26,1,59193,0.02819590154241211,-0.0752557424961542,-0.028313670307397842,-0.0037140357308089733
2026-05-27,1,62989,0.03046563685722904,-0.08143772542190396,-0.021418238058686256,0.045051440596580505
