ts,open,high,low,close,volume,dtm,symbol
1777251600,2280.0,2330.0,2275.0,2295.0,0,2026-04-27T01:00:00.000000,2330.TW
1777255200,2290.0,2325.0,2290.0,2300.0,8218759,2026-04-27T02:00:00.000000,2330.TW
1777258800,2300.0,2325.0,2290.0,2325.0,7209775,2026-04-27T03:00:00.000000,2330.TW
1777262400,2325.0,2330.0,2305.0,2305.0,7036144,2026-04-27T04:00:00.000000,2330.TW
1777266000,2310.0,2310.0,2290.0,2295.0,5791029,2026-04-27T05:00:00.000000,2330.TW
1777338000,2245.0,2280.0,2230.0,2245.0,0,2026-04-28T01:00:00.000000,2330.TW
1777341600,2250.0,2255.0,2235.0,2240.0,7079861,2026-04-28T02:00:00.000000,2330.TW
1777345200,2245.0,2245.0,2235.0,2235.0,4501863,2026-04-28T03:00:00.000000,2330.TW
1777348800,2235.0,2245.0,2235.0,2240.0,4279987,2026-04-28T04:00:00.000000,2330.TW
1777352400,2235.0,2240.0,2225.0,2230.0,5915645,2026-04-28T05:00:00.000000,2330.TW
1777424400,2175.0,2185.0,2165.0,2185.0,0,2026-04-29T01:00:00.000000,2330.TW
1777428000,2185.0,2190.0,2175.0,2185.0,6853210,2026-04-29T02:00:00.000000,2330.TW
1777431600,2190.0,2205.0,2185.0,2205.0,5791541,2026-04-29T03:00:00.000000,2330.TW
1777435200,2200.0,2210.0,2200.0,2200.0,3423719,2026-04-29T04:00:00.000000,2330.TW
1777438800,2200.0,2205.0,2180.0,2190.0,5659316,2026-04-29T05:00:00.000000,2330.TW
1777510800,2205.0,2215.0,2170.0,2185.0,0,2026-04-30T01:00:00.000000,2330.TW
1777514400,2190.0,2190.0,2170.0,2180.0,5278413,2026-04-30T02:00:00.000000,2330.TW
1777518000,2180.0,2185.0,2175.0,2180.0,3881828,2026-04-30T03:00:00.000000,2330.TW
1777521600,2180.0,2185.0,2165.0,2165.0,7276288,2026-04-30T04:00:00.000000,2330.TW
1777525200,2165.0,2175.0,2165.0,2170.0,4909375,2026-04-30T05:00:00.000000,2330.TW
1777856400,2200.0,2255.0,2195.0,2240.0,0,2026-05-04T01:00:00.000000,2330.TW
1777860000,2245.0,2285.0,2240.0,2275.0,7346918,2026-05-04T02:00:00.000000,2330.TW
1777863600,2275.0,2280.0,2270.0,2275.0,3161255,2026-05-04T03:00:00.000000,2330.TW
1777867200,2270.0,2280.0,2265.0,2275.0,4310883,2026-05-04T04:00:00.000000,2330.TW
1777870800,2275.0,2280.0,2270.0,2275.0,2471557,2026-05-04T05:00:00.000000,2330.TW
1777942800,2250.0,2270.0,2240.0,2245.0,0,2026-05-05T01:00:00.000000,2330.TW
1777946400,2245.0,2250.0,2240.0,2245.0,3603571,2026-05-05T02:00:00.000000,2330.TW
1777950000,2245.0,2255.0,2240.0,2255.0,2326260,2026-05-05T03:00:00.000000,2330.TW
1777953600,2255.0,2265.0,2250.0,2255.0,3446104,2026-05-05T04:00:00.000000,2330.TW
1777957200,2255.0,2260.0,2250.0,2250.0,2231679,2026-05-05T05:00:00.000000,2330.TW
1778029200,2250.0,2285.0,2245.0,2265.0,0,2026-05-06T01:00:00.000000,2330.TW
1778032800,2265.0,2270.0,2240.0,2250.0,5173819,2026-05-06T02:00:00.000000,2330.TW
1778036400,2250.0,2260.0,2245.0,2255.0,3257008,2026-05-06T03:00:00.000000,2330.TW
1778040000,2260.0,2260.0,2250.0,2260.0,2930073,2026-05-06T04:00:00.000000,2330.TW
1778043600,2260.0,2265.0,2255.0,2260.0,2715802,2026-05-06T05:00:00.000000,2330.TW
1778115600,2335.0,2345.0,2310.0,2320.0,0,2026-05-07T01:00:00.000000,2330.TW
1778119200,2320.0,2330.0,2310.0,2325.0,4100159,2026-05-07T02:00:00.000000,2330.TW
1778122800,2325.0,2330.0,2320.0,2330.0,3207620,2026-05-07T03:00:00.000000,2330.TW
1778126400,2330.0,2330.0,2310.0,2310.0,3892468,2026-05-07T04:00:00.000000,2330.TW
1778130000,2315.0,2320.0,2310.0,2310.0,3236670,2026-05-07T05:00:00.000000,2330.TW
1778202000,2300.0,2310.0,2295.0,2300.0,0,2026-05-08T01:00:00.000000,2330.TW
1778205600,2300.0,2300.0,2265.0,2290.0,7572956,2026-05-08T02:00:00.000000,2330.TW
1778209200,2290.0,2300.0,2285.0,2295.0,2539021,2026-05-08T03:00:00.000000,2330.TW
1778212800,2290.0,2295.0,2285.0,2290.0,2536649,2026-05-08T04:00:00.000000,2330.TW
1778216400,2290.0,2300.0,2285.0,2295.0,2453849,2026-05-08T05:00:00.000000,2330.TW
1778461200,2265.0,2275.0,2255.0,2255.0,0,2026-05-11T01:00:00.000000,2330.TW
1778464800,2260.0,2265.0,2250.0,2255.0,7455540,2026-05-11T02:00:00.000000,2330.TW
1778468400,2255.0,2260.0,2250.0,2255.0,4742337,2026-05-11T03:00:00.000000,2330.TW
1778472000,2255.0,2255.0,2250.0,2250.0,5241828,2026-05-11T04:00:00.000000,2330.TW
1778475600,2250.0,2255.0,2240.0,2250.0,8114026,2026-05-11T05:00:00.000000,2330.TW
1778547600,2235.0,2250.0,2210.0,2225.0,0,2026-05-12T01:00:00.000000,2330.TW
1778551200,2220.0,2240.0,2220.0,2240.0,6232592,2026-05-12T02:00:00.000000,2330.TW
1778554800,2240.0,2255.0,2235.0,2255.0,4748844,2026-05-12T03:00:00.000000,2330.TW
1778558400,2255.0,2280.0,2250.0,2265.0,8196454,2026-05-12T04:00:00.000000,2330.TW
1778562000,2260.0,2270.0,2255.0,2265.0,5564181,2026-05-12T05:00:00.000000,2330.TW
1778634000,2205.0,2230.0,2205.0,2220.0,0,2026-05-13T01:00:00.000000,2330.TW
1778637600,2220.0,2225.0,2205.0,2205.0,4737739,2026-05-13T02:00:00.000000,2330.TW
1778641200,2205.0,2220.0,2205.0,2210.0,4974900,2026-05-13T03:00:00.000000,2330.TW
1778644800,2210.0,2220.0,2210.0,2215.0,3864392,2026-05-13T04:00:00.000000,2330.TW
1778648400,2220.0,2240.0,2215.0,2235.0,6717262,2026-05-13T05:00:00.000000,2330.TW
1778720400,2250.0,2270.0,2230.0,2230.0,0,2026-05-14T01:00:00.000000,2330.TW
1778724000,2230.0,2255.0,2230.0,2230.0,3900259,2026-05-14T02:00:00.000000,2330.TW
1778727600,2240.0,2250.0,2230.0,2250.0,2462475,2026-05-14T03:00:00.000000,2330.TW
1778731200,2245.0,2265.0,2240.0,2260.0,5587363,2026-05-14T04:00:00.000000,2330.TW
1778734800,2255.0,2260.0,2240.0,2245.0,3781045,2026-05-14T05:00:00.000000,2330.TW
1778806800,2310.0,2325.0,2270.0,2275.0,0,2026-05-15T01:00:00.000000,2330.TW
1778810400,2275.0,2285.0,2270.0,2285.0,3724483,2026-05-15T02:00:00.000000,2330.TW
1778814000,2285.0,2285.0,2260.0,2275.0,3771697,2026-05-15T03:00:00.000000,2330.TW
1778817600,2275.0,2285.0,2255.0,2255.0,4334667,2026-05-15T04:00:00.000000,2330.TW
1778821200,2260.0,2265.0,2250.0,2260.0,2599793,2026-05-15T05:00:00.000000,2330.TW
1779066000,2225.0,2235.0,2215.0,2235.0,0,2026-05-18T01:00:00.000000,2330.TW
1779069600,2235.0,2235.0,2220.0,2235.0,3170164,2026-05-18T02:00:00.000000,2330.TW
1779073200,2235.0,2240.0,2225.0,2230.0,3024527,2026-05-18T03:00:00.000000,2330.TW
1779076800,2230.0,2260.0,2230.0,2245.0,5401537,2026-05-18T04:00:00.000000,2330.TW
1779080400,2245.0,2250.0,2240.0,2240.0,2590365,2026-05-18T05:00:00.000000,2330.TW
1779152400,2220.0,2230.0,2215.0,2215.0,0,2026-05-19T01:00:00.000000,2330.TW
1779156000,2215.0,2220.0,2205.0,2215.0,6457883,2026-05-19T02:00:00.000000,2330.TW
1779159600,2215.0,2220.0,2210.0,2215.0,2833670,2026-05-19T03:00:00.000000,2330.TW
1779163200,2210.0,2215.0,2205.0,2210.0,5702822,2026-05-19T04:00:00.000000,2330.TW
1779166800,2210.0,2215.0,2205.0,2210.0,4229647,2026-05-19T05:00:00.000000,2330.TW
1779238800,2205.0,2210.0,2190.0,2200.0,0,2026-05-20T01:00:00.000000,2330.TW
1779242400,2200.0,2210.0,2195.0,2200.0,3237384,2026-05-20T02:00:00.000000,2330.TW
1779246000,2195.0,2200.0,2190.0,2200.0,3784339,2026-05-20T03:00:00.000000,2330.TW
1779249600,2200.0,2200.0,2190.0,2190.0,3430803,2026-05-20T04:00:00.000000,2330.TW
1779253200,2190.0,2200.0,2190.0,2190.0,4764484,2026-05-20T05:00:00.000000,2330.TW
1779325200,2240.0,2245.0,2230.0,2235.0,0,2026-05-21T01:00:00.000000,2330.TW
1779328800,2235.0,2245.0,2230.0,2245.0,3639844,2026-05-21T02:00:00.000000,2330.TW
1779332400,2240.0,2255.0,2240.0,2245.0,3712266,2026-05-21T03:00:00.000000,2330.TW
1779336000,2250.0,2255.0,2245.0,2245.0,1702861,2026-05-21T04:00:00.000000,2330.TW
1779339600,2250.0,2250.0,2240.0,2245.0,2410874,2026-05-21T05:00:00.000000,2330.TW
1779411600,2245.0,2250.0,2230.0,2240.0,0,2026-05-22T01:00:00.000000,2330.TW
1779415200,2235.0,2240.0,2230.0,2235.0,3069509,2026-05-22T02:00:00.000000,2330.TW
1779418800,2235.0,2235.0,2225.0,2230.0,3271492,2026-05-22T03:00:00.000000,2330.TW
1779422400,2235.0,2260.0,2230.0,2255.0,4777198,2026-05-22T04:00:00.000000,2330.TW
1779426000,2260.0,2260.0,2250.0,2260.0,2473371,2026-05-22T05:00:00.000000,2330.TW
1779670800,2275.0,2310.0,2275.0,2300.0,0,2026-05-25T01:00:00.000000,2330.TW
1779674400,2300.0,2310.0,2280.0,2285.0,3985169,2026-05-25T02:00:00.000000,2330.TW
1779678000,2290.0,2295.0,2285.0,2290.0,1809025,2026-05-25T03:00:00.000000,2330.TW
1779681600,2290.0,2305.0,2285.0,2295.0,3566907,2026-05-25T04:00:00.000000,2330.TW
