dt,train,n,p_pass,ev_mean,real_all,real_pass
2026-05-04,1,21268,0.8121120932856875,-0.031454919671118464,-0.03887799382209778,0.01023858692497015
2026-05-05,1,14673,0.8458392966673481,-0.9882864204776124,0.5962954759597778,1.2272869348526
2026-05-06,1,11516,0.7311566516151441,-0.5132102829300507,0.0,0.0
2026-05-07,1,7039,0.6912913766159966,-0.45670804936825043,-0.03608570620417595,0.52339768409729
2026-05-08,1,14476,0.8205305332964907,-0.07461580873120686,-0.035619333386421204,0.10339538753032684
2026-05-09,1,2161,0.8459046737621472,-0.12206329645853667,0.030141301453113556,0.06423144787549973
2026-05-10,1,2081,0.5901009130225853,-0.3219133605448099,-0.272877961397171,0.12405411899089813
2026-05-11,1,6931,0.6209782138219593,-0.38229834764494175,-0.19442841410636902,0.29178139567375183
2026-05-12,1,15746,0.6813158897497777,-0.29907070677700726,-0.14102093875408173,0.25414106249809265
2026-05-13,1,18323,0.581564154341538,-0.1918519275448764,-0.1221964955329895,0.18822962045669556
2026-05-14,1,20130,0.5202185792349727,-0.17441568351054143,-0.263981431722641,-0.02724689431488514
2026-05-15,1,64180,0.5953568089747585,-0.06022493328710431,-0.037167880684137344,0.012269256636500359
2026-05-16,1,104453,0.7043454951030607,-0.013813917701847485,-0.027529705315828323,0.001287223189137876
2026-05-17,1,7422,0.6568310428455941,-0.7103232660197581,-0.7706171274185181,0.10316165536642075
2026-05-18,1,19152,0.6252610693400167,-0.2315054607575156,-0.10958069562911987,0.20937776565551758
2026-05-19,1,25472,0.5171168341708543,-0.6425509584925364,-0.6021513342857361,-0.028756024315953255
2026-05-20,1,20683,0.5590098148237683,-0.2116270973161081,0.0241876058280468,0.39663243293762207
2026-05-21,1,19149,0.5369993211133741,-0.8860033834712276,-0.562984049320221,0.04706212505698204
2026-05-22,1,13042,0.7067167612329397,-0.4529568865507228,-0.2662959694862366,0.18847066164016724
2026-05-23,1,9495,0.8332806740389679,-0.12060861468684113,-0.13297699391841888,0.15264558792114258
2026-05-24,1,8923,0.9083267959206545,-0.005670630887696517,-0.13921186327934265,0.021742472425103188
2026-05-25,1,15835,0.8348594884748973,-0.9171720997323748,-0.16994759440422058,0.09801845252513885
2026-05-26,1,17806,0.7959114905088173,0.05665152353038226,0.20788386464118958,0.2858680486679077
2026-05-27,1,19469,0.76778468334275,-0.03395759547069052,-0.0025500173214823008,0.2513014078140259
2026-05-28,1,13726,0.6156928456943028,-0.366220122774316,-0.2355489879846573,0.21370282769203186
2026-05-29,1,15849,0.7259133068332387,-0.06298303132168671,-0.13540838658809662,0.07757683843374252
2026-05-30,1,4786,0.8217718345173423,0.048270319687186425,-0.10862033814191818,-0.007549575995653868
2026-05-31,1,8277,0.8905400507430228,0.053200504130632105,-0.05320131033658981,-0.01804649643599987
2026-06-01,1,36910,0.8750474126253048,0.10549220833775955,0.025872966274619102,0.09322454035282135
2026-06-02,1,73502,0.8399635384071181,0.15603090703508296,0.0474693700671196,0.08893729746341705
2026-06-03,1,76589,0.8688062254370732,0.1697110643958193,0.06583359092473984,0.10060843825340271
2026-06-04,1,78426,0.6580980797184607,0.042600004132100175,0.10486328601837158,0.17076492309570312
2026-06-05,1,89518,0.39494850197725595,-0.11017669629517554,-0.02546863816678524,0.08655483275651932
2026-06-06,1,5430,0.1408839779005525,-0.21504789178843273,0.0044122496619820595,0.1943964958190918
2026-06-07,1,56273,0.3941677180886038,-0.08351809657259279,0.04388787969946861,0.1861124187707901
2026-06-08,1,83136,0.2814424557351809,-0.14311966396028108,-0.0074286991730332375,0.08979053795337677
2026-06-09,1,81541,0.29412197544793417,-0.1423492020995493,-0.01620105840265751,0.09277796000242233
2026-06-10,1,86855,0.1270508318461804,-0.2744984166800742,-0.08990985155105591,0.0014639338478446007
2026-06-11,1,84918,0.12937186462234154,-0.29566690354848013,-0.1036221832036972,0.018565572798252106
2026-06-12,1,72768,0.20514511873350924,-0.13819942739280364,-0.09801684319972992,-0.004105147905647755
2026-06-13,1,18938,0.0976871897771676,-0.1679498185864286,-0.07214611023664474,-0.06239265948534012
2026-06-14,1,23200,0.2421551724137931,-0.0902266746520742,-0.03960895538330078,-0.00040238333167508245
2026-06-15,1,45493,0.19257907809992747,-0.11329115545386306,-0.0660637691617012,0.01724308915436268
