dt,train,n,p_pass,ev_mean,real_all,real_pass
2026-05-04,1,49000,0.13148979591836735,-0.07268615648067213,-0.049055639654397964,0.10615850239992142
2026-05-05,1,55649,0.04111484483099427,-0.07678460138753983,-0.0901884064078331,0.04362757131457329
2026-05-06,1,77742,0.1464202104396594,-0.0590805212999697,-0.0574464425444603,0.04619875177741051
2026-05-07,1,77614,0.050802690236297576,-0.0766723832522375,-0.06122058629989624,0.027717309072613716
2026-05-08,1,79217,0.048120984132193845,-0.08798281034095114,-0.06580850481987,-0.0008312687859870493
2026-05-09,1,6353,0.3374783566818826,-0.03714658167610941,0.004288185853511095,0.12401462346315384
2026-05-10,1,13189,0.20683903252710592,-0.054880301727020936,-0.032005321234464645,0.08121640980243683
2026-05-11,1,90926,0.1259705694740778,-0.06886098178269058,-0.08452313393354416,0.012396760284900665
2026-05-12,1,111248,0.07365525672371638,-0.08661758391189493,-0.0641518086194992,-0.008752054534852505
2026-05-13,1,100563,0.059007786163897256,-0.09200488767366014,-0.07186659425497055,0.015334133990108967
2026-05-14,1,108580,0.040873088966660524,-0.09450702071795464,-0.03750934079289436,0.019386034458875656
2026-05-15,1,138458,0.057049791272443626,-0.09886154205099167,-0.05607901141047478,0.002377917291596532
2026-05-16,1,18567,0.07179404319491571,-0.06970256281958076,-0.06667441874742508,-0.052228786051273346
2026-05-17,1,28045,0.05965412729541808,-0.07249359810209521,-0.018984133377671242,0.03987007588148117
2026-05-18,1,136541,0.03389458111482998,-0.11594015879857038,-0.020977240055799484,0.04824836179614067
2026-05-19,1,136215,0.023624417281503506,-0.10749286113352823,-0.04159054532647133,0.001426758011803031
2026-05-20,1,104150,0.019807969275084013,-0.09404129342390637,-0.035687509924173355,-0.014866422861814499
2026-05-21,1,112020,0.013738618103910015,-0.0933761986272112,-0.029109235852956772,0.024621261283755302
2026-05-22,1,91127,0.01426580486573683,-0.09348880525743623,-0.026610998436808586,-0.03846866637468338
2026-05-23,1,34335,0.03031891655744867,-0.06826812667587293,-0.02526152692735195,-0.026931675150990486
2026-05-24,1,34606,0.03519620874992776,-0.05299227554129124,-0.02883651852607727,-0.011858036741614342
2026-05-25,1,41049,0.014494871982265099,-0.05454899121636189,-0.00686831958591938,0.0
2026-05-26,1,109502,0.019716534857810816,-0.0841584609293912,-0.03793025761842728,-0.0073349615558981895
2026-05-27,1,116542,0.021494396869798014,-0.07332342582070285,-0.042380400002002716,0.006087442860007286
2026-05-28,1,121354,0.01765083969214035,-0.07764003251380405,-0.03671520575881004,-0.055915962904691696
2026-05-29,1,84949,0.011889486633156364,-0.070374327032932,-0.03574536740779877,0.012403723783791065
2026-05-30,1,14781,0.0293620188079291,-0.04912595306278276,-0.01682957448065281,-0.0407785065472126
2026-05-31,1,17410,0.033429063756461805,-0.05036258747221675,-0.019991183653473854,0.018176427111029625
2026-06-01,1,115345,0.02156140274827691,-0.07060700740925535,-0.028309831395745277,-0.026250028982758522
2026-06-02,1,111689,0.017074197100878333,-0.06107606421088907,-0.030136065557599068,0.009683451615273952
2026-06-03,1,109565,0.02872267603705563,-0.06451066199087219,-0.042601246386766434,-0.033817537128925323
2026-06-04,1,127873,0.0399771648432429,-0.06768576243133982,-0.04561362415552139,-0.0042821429669857025
2026-06-05,1,139094,0.04151868520568824,-0.08264758118045754,-0.059592969715595245,-0.01473010703921318
2026-06-06,1,33904,0.033594856064181215,-0.05977244322035861,-0.04616294056177139,0.021221760660409927
2026-06-07,1,40783,0.02942402471618076,-0.05482059825058548,-0.0497778095304966,-0.024235954508185387
2026-06-08,1,164043,0.03464945166816018,-0.07664250017674767,-0.03788481652736664,0.020492618903517723
2026-06-09,1,140140,0.0544955044955045,-0.09238782286323526,-0.06634483486413956,-0.00467225257307291
2026-06-10,1,197729,0.04664465000075861,-0.0914409454182545,-0.048554450273513794,0.007217359263449907
2026-06-11,1,197868,0.03860149190369337,-0.08953404394488687,-0.03793596848845482,-0.007740363012999296
2026-06-12,1,182915,0.061564114479403,-0.07448624496659512,-0.03951295092701912,0.0006479927687905729
2026-06-13,1,27619,0.054600094138093344,-0.04548624567376413,-0.03256716951727867,-0.019035156816244125
2026-06-14,1,34101,0.05117151989677722,-0.062032619208188484,-0.0310344435274601,0.01757156290113926
2026-06-15,1,122632,0.03473807815252136,-0.06476948869686878,-0.027461359277367592,-0.0027472213841974735
2026-06-16,1,148495,0.034829455537223476,-0.06452346373560215,-0.026111572980880737,-0.0027084327302873135
2026-06-17,1,157321,0.04076378868682503,-0.07765087613928534,-0.033732134848833084,0.00010471516725374386
2026-06-18,1,132532,0.03451996498958742,-0.0681536175114811,-0.025592057034373283,0.005655202548950911
2026-06-19,1,58097,0.04785100779730451,-0.04340188874838093,-0.026973983272910118,-0.004125923849642277
2026-06-20,1,31990,0.03357299155986246,-0.035545981372253316,-0.029423989355564117,-0.013164348900318146
2026-06-21,1,22034,0.04057365889080512,-0.03265359514736415,-0.026806818321347237,0.04362018406391144
2026-06-22,1,117867,0.038679189255686496,-0.04884291207028708,-0.04182076454162598,-0.026284972205758095
2026-06-23,1,184997,0.06996870219517073,-0.06570282393237312,-0.0445295125246048,0.006510567851364613
2026-06-24,1,193612,0.05714521827159474,-0.0646567915515505,-0.036995649337768555,0.007913729175925255
